f0_mean,f0_std,jitter_local,jitter_rap,shimmer_local,shimmer_apq3,hnr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_rolloff,zcr,rms,label
174.53531351557496,4.003769710292219,0.0036180112838776826,0.0034849807144283593,0.03506184195619119,0.008712863351461778,20.25794578146107,-243.55543763314125,121.58925022767484,-11.974076938055608,43.72371442714495,-7.543090300499948,6.852164056883987,-22.53500478809796,-1.0236533268107815,-0.10518796289677912,13.688030647678934,-1.2241377785898306,11.686042528350994,3.485103771420442,2337.8454952906645,1872.5134736899963,0.06270383707749559,2792.274691193712,0.03592261484125582,0.03533058311881804,1
71.68092531385336,5.619642925776242,0.0001,0.0001,0.04356759523084704,0.06154781748280073,6.479563175289371,-317.1019967374715,45.80389268094116,30.23557265036507,18.63910494578532,3.532127784562345,-2.0512450081177267,-16.127459067272518,1.8218435206775645,-10.582893906261042,5.518424048459706,-17.850175191564674,6.229909227967836,-2.724808913880735,1653.2168312335568,1401.2679883526223,0.02315824405396301,4558.815703991098,0.06637666599103835,0.07023180591375501,1
221.32903444766544,10.359941084709888,0.005614465044977799,0.005412434293607022,0.040878450632463856,0.02043632599385831,7.472072610772197,-238.49820773711636,55.25553330363037,-17.877493797471804,14.838757864852465,-0.7234460813630292,18.933436341963578,-15.037174354276432,-10.716121143338896,-4.904401469936141,15.95205137032951,-14.287204467427104,4.550949869061988,5.105392604995798,579.9378543978389,2224.252980719369,0.06760697582736493,3170.1709904695795,0.05336914101300662,0.04228568701715461,1
204.47215309280546,4.409936294568047,0.0012095303733880977,0.0030972661827243894,0.042601476259566916,0.019338063998826868,21.572645860618028,-235.73869723283607,27.86097650129586,0.2920352240124551,22.12166357028621,3.182252079328604,5.450611944332672,1.0064034538218607,3.8513327966193014,5.062198445185178,7.966582162933111,-9.436213041798508,-10.657008328095221,9.804449992101873,1616.0796972086248,1211.4947008782185,0.012645483154656235,3662.750433247445,0.04226270524323916,0.06512811327418921,0
166.82917806584516,6.81502349377142,0.00725149244608912,0.0004477708424711633,0.013423846167341186,0.008860252253219614,16.270188341724342,-214.9659360358748,67.66860953861831,17.6134851675039,23.930801419601316,-10.793834228691727,-18.904653679928618,-7.2235146704092825,3.2319317432549215,-0.3536412181493809,17.849922381626662,6.924772369544577,7.4954264277499005,-7.734539910501199,1405.1596994865222,1883.6989827278462,0.016235804360679923,3687.8531487513465,0.06570090659845132,0.037058073351134695,0
317.2786550966685,4.5057942415981005,0.009034926172757776,0.005294421761257229,0.02008789085432788,0.015102136884240462,14.531612201210937,-221.27182464988994,27.96190818797683,-18.863491057863968,7.001679497914614,-8.732258506542374,9.854559548914057,-9.314411014839953,-13.779358779798471,-8.715085084086375,-11.155194820466019,-1.047518192145858,5.523221548379312,0.7958375529791553,1245.677841539497,1975.2954007147646,0.019615280114274256,2226.971358258037,0.07332657124406888,0.1006206343574383,0
198.57212700876502,3.395478162635011,0.01101974403471636,0.005973535876900201,0.03278815341650174,0.007202846610240727,16.370877460208618,-144.4871375801124,56.407975204708436,0.5631548746154387,-8.913375791587082,7.056700260256349,8.998623720357992,-20.214737528559258,-1.2437232670495408,0.37345483920867606,1.419734386849949,-5.33736948642844,1.275582123538274,-2.7638416474481975,1579.6889966347971,2334.7167531388054,0.001,2825.0783557453983,0.05424813643368263,0.09024259051879173,0
147.34043266534525,14.470104291007772,0.00804408061914431,0.002694271323573986,0.05253016838820181,0.02710697219030893,11.038409049282558,-78.67760715417691,49.47055644098899,-2.393760658210411,6.686173191535417,-15.665040771176947,14.306700268612405,-30.11010127107713,-10.428644727903684,-6.473085056075546,11.159425750708806,-7.99613578375579,2.9130609009193753,-2.805899244283359,2490.777486540803,1490.2294167727505,0.07579527338829209,3387.0777488820904,0.10530542262192616,0.029853482680156383,1
109.92633548505232,2.4138954240619883,0.006138476894857471,0.004117121510582876,0.0386311817212526,0.02263475094245202,21.652363987219804,-183.08388335838748,39.70530370191734,-8.620637328792286,20.72054688085815,-2.203724234352531,12.49793788341037,-1.8933974986068582,3.3979530261016477,-9.282133864469358,1.5413700645016764,-3.2241422791659513,3.3522710586923887,14.445677149982814,1389.9498701133443,2056.6381948270205,0.04354851835722781,3326.1915767363985,0.11464877356024303,0.06052335632099095,0
83.8808221301807,13.377949937888634,0.0059841505139463,0.006324502972108937,0.022036799602536395,0.011084025794004951,11.196330481262017,-300.1724394951838,23.0867471304261,-38.47412571909352,27.519943583295778,-18.744758429775622,-8.725785921422982,-14.715626369407225,10.928388786962945,-1.851238263896008,-1.8972057689872288,-16.46435815974943,-7.9989592190459655,-11.948869580277366,2448.363181728087,2298.17530516619,0.028391129664069738,2949.2283211602635,0.049937548906394805,0.030776436602734845,1
